,school.branches,school.carnegie_basic,school.carnegie_size_setting,school.carnegie_undergrad,school.degrees_awarded.highest,school.degrees_awarded.predominant,school.faculty_salary,school.ft_faculty_rate,school.institutional_characteristics.level,school.instructional_expenditure_per_fte,school.locale,school.main_campus,school.name,school.operating,school.ownership,school.state,school.tuition_revenue_per_fte,school.under_investigation
9,13,-3,-2,-2,1,1,,,3,3857,21,0,Lincoln Technical Institute-Lowell,1,3,MA,8218,0
10,2,10,2,4,2,1,4737.0,,2,4872,31,0,Wyotech-Blairsville,1,2,PA,16954,0
11,1,9,-2,-2,2,1,6700.0,0.4651,2,2312,11,1,CBD College,1,2,CA,5647,0
12,1,-3,-2,-2,1,1,,,3,4009,41,1,HDS Truck Driving Institute,1,3,AZ,9487,0
13,1,33,1,3,2,2,2805.0,0.3636,2,7112,43,1,White Earth Tribal and Community College,1,2,MN,1468,0
14,4,10,1,4,2,1,2783.0,,2,1661,12,0,Brightwood College-Laredo,1,3,TX,8465,0
15,38,29,6,10,4,3,,,1,2676,11,0,University of Phoenix-Wisconsin,1,3,WI,4948,0
16,38,29,6,11,4,3,,,1,3887,13,0,University of Phoenix-Illinois,1,3,IL,8725,0
17,135,28,6,6,3,2,5499.0,0.058,1,1570,21,0,ITT Technical Institute-Springfield,0,3,VA,15927,0
18,2,10,1,3,2,2,3158.0,,2,2437,32,0,West Virginia Junior College-Bridgeport,1,3,WV,12029,0
19,12,10,1,4,2,1,4328.0,0.3125,2,1687,21,0,Vatterott College-Cleveland,1,3,OH,10246,0
0,1,-3,-2,-2,1,1,,,1,5062,13,1,Montessori Education Center of the Rockies,1,2,CO,21759,0
1,1,24,6,5,4,3,2098.0,0.2273,1,5588,21,1,Epic Bible College,1,2,CA,12552,0
2,1,21,6,5,3,3,,0.0,1,5563,21,1,Charter Oak State College,1,1,CT,8036,0
3,38,20,6,10,4,3,,,1,3951,21,0,University of Phoenix-Idaho,0,3,ID,6050,0
4,2,22,10,14,4,3,8514.0,0.7337,1,12752,41,0,Embry-Riddle Aeronautical University-Prescott,1,2,AZ,26037,0
5,1,-3,-2,-2,1,1,,,3,4854,13,1,Paul Mitchell the School-Santa Barbara,0,3,CA,9831,0
6,1,26,18,0,4,4,5101.0,0.1129,1,4401,11,1,University of the Rockies,1,3,CO,20101,0
7,1,-3,-2,-2,1,1,,,3,3553,21,1,Harris School of Business-Wilmington Campus,1,3,DE,14039,0
8,1,-3,-2,-2,1,1,3954.0,0.75,2,1302,21,1,Florida Education Institute,1,3,FL,9957,0
9,1,29,6,11,4,3,,,1,2495,22,1,National Graduate School of Quality Management,1,2,MA,10787,0
10,8,10,1,3,1,1,,,3,1767,13,0,Blue Cliff College-Gulfport,1,3,MS,8370,0
11,1,-3,-2,-2,1,1,,,3,9154,11,1,Metropolitan Learning Institute,1,2,NY,3934,1
12,1,-3,-2,-2,1,1,,,3,7690,41,1,Orleans Niagara BOCES-Practical Nursing Program,1,1,NY,6120,0
13,2,-3,-2,-2,1,1,,,2,13647,21,1,Brown Aveda Institute-Mentor,1,3,OH,10307,0
14,1,-3,-2,-2,1,1,,,3,15784,42,1,Susquehanna County Career and Technology Center,1,1,PA,5319,0
15,1,24,6,5,4,2,723.0,0.2903,1,1375,11,1,Universidad Pentecostal Mizpa,1,2,PR,5786,0
16,1,4,2,2,2,2,5593.0,0.5671,2,5177,12,1,Lamar Institute of Technology,1,1,TX,3835,0
17,1,-3,-2,-2,1,1,,,3,3300,21,1,David's Academy of Beauty,1,3,CA,7003,1
18,1,-3,-2,-2,1,1,,,2,3835,42,1,Birthwise Midwifery School,1,3,ME,13328,0
19,5,-3,-2,-2,1,1,,,3,2870,11,0,Tulsa Welding School-Jacksonville,1,3,FL,15077,0
0,135,10,6,6,3,2,5888.0,0.0886,1,3756,21,0,ITT Technical Institute-Canton,0,3,MI,18411,0
1,1,7,4,3,2,2,6300.0,0.345,2,4861,11,1,Erie Community College,1,1,NY,2980,0
2,1,24,-2,-2,4,3,3705.0,,1,7626,13,1,Yeshivah Gedolah Rabbinical College,1,2,FL,6450,0
3,1,24,18,0,4,4,4375.0,1.0,1,2636,11,1,Seminario Evangelico de Puerto Rico,1,2,PR,5203,0
4,1,-3,-2,-2,1,1,,,3,2411,13,1,Computer Systems Institute,0,3,IL,10504,0
5,1,-3,-2,-2,1,1,,,3,7941,11,1,Lia Schorr Institute of Cosmetic Skin Care Training,1,3,NY,7560,1
6,1,-3,-2,-2,1,1,,,3,6389,42,1,Huntingdon County Career and Technology Center,1,1,PA,4219,0
7,1,-3,-2,-2,1,1,,,3,5893,12,1,Missouri College of Cosmetology North,1,3,MO,7795,0
8,1,-3,-2,-2,1,1,,,2,4501,11,1,New York Automotive and Diesel Institute,1,3,NY,18136,0
9,1,11,2,2,2,1,4541.0,1.0,2,4865,42,1,Arkansas State University-Newport,1,1,AR,2026,0
10,2,-3,-2,-2,1,1,,,3,3991,32,1,Seacoast Career Schools-Sanford Campus,1,3,ME,14975,0
11,4,23,10,11,4,2,8270.0,1.0,1,7339,11,0,Johnson & Wales University-Denver,1,2,CO,17776,0
12,2,5,3,2,2,2,6497.0,1.0,2,3738,21,0,Pierce College-Puyallup,1,1,WA,3726,0
13,1,-3,-2,-2,1,1,,,3,2050,13,1,IVAEM College,1,3,PR,11668,0
14,2,10,-2,-2,1,1,,,3,1876,21,0,Brightwood College-Friendswood,1,3,TX,9351,0
15,1,-3,-2,-2,1,1,3646.0,1.0,2,3913,11,1,Quest College,1,3,TX,17818,0
16,1,24,6,5,4,3,7681.0,0.0495,1,3652,21,1,The King's University,1,2,TX,10259,0
17,5,10,1,4,2,1,4469.0,0.4286,2,4278,12,1,Fortis College-Baton Rouge,1,3,LA,9141,0
18,1,-3,-2,-2,1,1,,,3,4638,22,1,Omega Institute of Cosmetology,1,3,LA,7682,0
19,1,-3,-2,-2,1,1,,,3,2714,12,1,Southeastern School of Cosmetology,0,2,AL,1180,0
0,3,-3,-2,-2,1,1,,,3,4239,22,0,Star Career Academy-Egg Harbor,0,3,NJ,16167,0
1,12,-3,-2,-2,1,1,,,3,6053,21,0,Empire Beauty School-Kennesaw,1,3,GA,10124,0
2,9,-3,-2,-2,1,1,,,3,1273,21,0,Everest Institute-Marietta,0,2,GA,4970,0
3,2,22,6,5,4,3,6596.0,1.0,1,5358,32,0,Marlboro College Graduate & Professional Studies,1,2,VT,4809,0
4,1,13,9,11,3,2,2448.0,0.437,1,2068,21,1,Atenas College,1,2,PR,4573,0
5,33,29,6,5,3,3,,,1,1458,31,0,National American University-Ellsworth AFB Extension,1,3,SD,7501,0
6,4,-3,-2,-2,1,1,,,2,1880,11,0,Miami Ad School-San Francisco,1,3,CA,19456,0
7,2,-3,-2,-2,1,1,,,3,3343,11,1,Rudae's School of Beauty Culture-Ft Wayne,1,3,IN,8180,0
8,1,-3,-2,-2,1,1,,,3,3102,11,1,Toni & Guy Hairdressing Academy-Plano,1,3,TX,8355,0
9,1,9,8,10,3,2,3398.0,1.0,1,3049,13,1,Clinton College,1,2,SC,6378,0
10,2,-3,1,1,2,2,6533.0,0.8182,2,9661,13,1,Saint Elizabeth College of Nursing,1,2,NY,7336,0
11,1,-3,-2,-2,1,1,,,3,23935,23,1,Wilson Workforce and Rehabilitation Center,1,1,VA,75503,0
12,1,-3,-2,-2,1,1,,,3,7666,41,1,Hair Academy of Safford,1,3,AZ,4120,0
13,1,24,6,11,4,3,2732.0,0.1919,1,4738,11,1,Bethesda University,1,2,CA,6180,0
14,5,1,2,3,2,2,2526.0,0.7869,2,2093,12,0,Instituto Tecnologico de Puerto Rico-Recinto de Ponce,1,1,PR,160,0
15,1,-3,-2,-2,1,1,,,3,10312,42,1,Michigan Career and Technical Institute,1,1,MI,8,0
16,1,-3,-2,-2,1,1,,,3,11095,41,1,Miami Valley Career Technology Center,1,1,OH,12267,0
17,1,-3,-2,-2,1,1,,,2,4759,11,1,The Spa School,1,3,OH,14046,0
18,1,-3,1,3,2,1,5345.0,0.5217,2,14380,11,1,Dallas Nursing Institute,1,2,TX,17781,0
19,6,-3,-2,-2,1,1,,,3,2136,11,1,Milan Institute-San Antonio Ingram,1,3,TX,6749,1
0,7,10,2,4,2,1,6412.0,0.4314,2,5656,11,0,Carrington College-San Jose,1,3,CA,15833,0
1,28,26,6,5,4,3,6655.0,0.3051,1,5583,11,0,Argosy University-Phoenix,1,3,AZ,13755,0
2,4,10,6,6,3,1,3406.0,0.9524,1,8462,11,0,Brookline College-Tucson,1,3,AZ,21183,0
3,3,19,6,5,4,3,6084.0,,1,3544,13,0,American InterContinental University-Atlanta,1,3,GA,16181,0
4,18,10,1,4,2,1,,,2,7437,12,0,Remington College-Little Rock Campus,1,2,AR,9936,0
5,1,24,8,11,4,3,2707.0,,1,3263,21,1,International Baptist College and Seminary,1,2,AZ,5843,0
6,5,-3,-2,-2,1,1,,,3,7560,21,1,Culinary Academy of Long Island,0,3,NY,24085,0
7,7,-3,-2,-2,1,1,,,3,3587,12,1,Midwest Technical Institute-Springfield,1,3,IL,10320,0
8,2,-3,1,4,1,1,4437.0,0.6,2,2549,11,1,The College of Health Care Professions-Austin,1,3,TX,4862,0
9,1,-3,-2,-2,1,1,,,3,4237,11,1,The English Center,0,2,CA,7415,0
10,1,10,3,3,2,1,3744.0,0.0481,2,2044,21,1,ICDC College,0,3,CA,14105,0
11,1,26,18,0,4,4,,,1,4115,11,1,Academy of Chinese Culture and Health Sciences,1,2,CA,7327,0
12,1,-3,-2,-2,1,1,,,3,5916,33,1,Clinton Technical School,1,1,MO,362,0
13,1,-3,-2,-2,1,1,,,3,3142,32,1,Greene County Career and Technology Center,1,1,PA,8650,0
14,1,29,6,11,4,3,3500.0,0.1471,1,3292,11,1,Pacific States University,1,2,CA,13864,0
15,1,26,6,7,3,3,6251.0,0.8421,1,8903,13,1,Trinity College of Nursing & Health Sciences,1,2,IL,19130,0
16,2,-3,-2,-2,1,1,,,3,2449,41,1,Delta College Inc,1,3,LA,8253,0
17,1,26,18,0,4,4,,,1,7605,12,1,Acupuncture and Integrative Medicine College-Berkeley,1,2,CA,8443,0
18,1,24,8,11,3,3,2917.0,,1,16609,21,1,Rabbi Jacob Joseph School,1,2,NJ,9656,0
19,1,-3,-2,-2,1,1,,,3,1197,11,1,The Medical Arts School,1,3,NC,6502,0
0,1,-3,-2,-2,1,1,,,3,9712,21,1,Hair Academy II,1,3,MD,5955,0
1,1,-3,-2,-2,1,1,,,3,2135,41,1,Pryor Beauty College,1,3,OK,6524,0
2,12,23,6,11,3,2,4528.0,0.093,1,6063,21,0,Vatterott College-Sunset Hills,1,3,MO,24887,0
3,11,23,6,5,4,2,4857.0,0.3239,1,4148,21,0,Herzing University-Kenner,1,3,LA,10740,0
4,1,18,15,11,4,3,4546.0,0.7294,1,2596,21,1,Western Governors University,1,2,UT,6816,0
5,38,29,6,11,4,3,,,1,3854,13,0,University of Phoenix-Maryland,1,3,MD,9313,0
6,8,10,-2,-2,2,1,3573.0,0.5088,2,1535,12,1,Blue Cliff College-Metairie,1,3,LA,7145,0
7,2,-3,-2,-2,1,1,,,2,1348,21,1,Creative Images Institute of Cosmetology-North Dayton,1,3,OH,13,0
8,1,-3,-2,-2,1,1,,,3,692,12,1,Velvatex College of Beauty Culture,1,3,AR,375,0
9,1,24,7,7,4,3,3424.0,0.2647,1,3278,12,1,Piedmont International University,1,2,NC,6329,0
10,1,9,1,4,2,2,4229.0,,2,1816,11,1,Dallas Institute of Funeral Service,1,2,TX,6351,0
11,1,24,6,5,3,3,800.0,,1,628,21,1,Christian Life College,1,2,IL,6160,0
12,1,-3,-2,-2,1,1,,,3,4948,13,1,Strand College of Hair Design,1,3,SC,9028,0
13,135,28,6,6,3,2,5959.0,0.0417,1,2395,21,0,ITT Technical Institute-Arnold,0,3,MO,16742,0
14,135,28,6,6,3,2,6398.0,0.0588,1,1908,21,0,ITT Technical Institute-Oak Brook,0,3,IL,17142,0
15,6,32,18,0,4,4,,,1,13677,21,0,LIU Hudson at Westchester,1,2,NY,19952,0
16,33,10,1,4,2,2,4317.0,,2,3997,22,0,Golf Academy of America-Myrtle Beach,1,3,SC,18359,0
17,1,14,6,11,3,3,8991.0,0.3654,1,13033,21,1,American University of Health Sciences,1,3,CA,23531,0
18,1,10,-2,-2,2,1,7627.0,0.1549,2,7562,12,1,Career Networks Institute,1,3,CA,15709,0
19,1,-3,9,11,2,1,4813.0,1.0,1,1160,21,1,Charter College-Canyon Country,0,3,CA,3153,0
0,1,10,6,10,3,1,7419.0,,1,7429,12,1,Pacific College,1,3,CA,8286,0
1,2,26,18,0,4,4,8788.0,0.2899,1,3622,11,0,American College of Traditional Chinese Medicine,1,2,CA,15343,0
2,1,25,6,11,4,3,,,1,8044,13,1,San Juan Bautista School of Medicine,1,2,PR,20200,0
3,2,26,18,0,4,4,3636.0,0.0286,1,3276,22,1,Five Branches University,1,3,CA,10065,0
4,1,-3,-2,-2,1,1,,,2,3868,22,1,The Professional Hair Design Academy,1,3,WI,5654,0
5,1,-3,-2,-2,1,1,,,3,2264,21,1,Pomona Unified School District Adult and Career Education,1,1,CA,1777,0
6,1,-3,-2,-2,1,1,,,2,1792,13,1,West Michigan College of Barbering and Beauty,1,3,MI,5739,0
7,13,-3,-2,-2,1,1,,,3,2952,21,0,Lincoln Technical Institute-Somerville,1,3,MA,7091,0
8,1,-3,-2,-2,1,1,,,2,10502,13,1,Hillyard Technical Center,1,1,MO,5703,0
9,3,10,1,4,2,2,3602.0,0.3333,2,2939,41,0,Antonelli College-Jackson,1,3,MS,9905,0
10,1,1,1,1,2,1,5078.0,0.96,2,7245,33,1,Mesalands Community College,1,1,NM,783,0
11,1,-3,-2,-2,1,1,,,2,5554,11,1,Neighborhood Playhouse School of the Theater,1,2,NY,16309,0
12,1,-3,-2,-2,1,1,,,2,8764,32,1,Mercer County Technical Education Center,1,1,WV,2261,0
13,1,-3,-2,-2,1,1,,,2,4130,21,1,Francois D College of Hair Skin and Nails,0,3,UT,9789,0
14,1,24,8,11,4,3,2500.0,,1,7773,21,1,Yeshiva D'monsey Rabbinical College,1,2,NY,6192,0
15,1,-3,-2,-2,1,1,,,3,3126,21,1,Forbes Road Career and Technology Center,1,1,PA,8729,0
16,1,-3,-2,-2,1,1,,,3,8948,32,1,United Technical Center,1,1,WV,1036,0
17,2,1,1,3,2,1,4852.0,1.0,2,21078,32,0,Southwest Collegiate Institute for the Deaf,1,1,TX,6171,0
18,1,29,6,10,4,3,,0.0,1,17219,13,1,Schiller International University,1,3,FL,48524,0
19,3,-3,-2,-2,1,1,,,3,3219,22,0,Stone Academy-Waterbury,1,3,CT,7090,0
0,1,-3,-2,-2,1,1,,,3,4581,21,1,Albany BOCES-Adult Practical Nursing Program,1,1,NY,8684,0
1,1,-3,-2,-2,1,1,,,3,7762,42,1,Mid-America Technology Center,1,1,OK,797,0
2,1,-3,-2,-2,1,1,,,3,8048,23,1,Greater Johnstown Career and Technology Center,1,1,PA,8178,0
3,1,-3,-2,-2,1,1,,,3,4088,42,1,Career Center of Southern Illinois,1,1,IL,3706,0
4,1,-3,-2,-2,1,1,,,3,10947,32,1,Warrensburg Area Career Center,1,1,MO,8689,0
5,1,-3,-2,-2,1,1,,,3,5096,33,1,Nevada Regional Technical Center,1,1,MO,6424,0
6,2,-3,-2,-2,1,1,,,3,3660,12,1,Durham Beauty Academy,1,3,NC,10969,0
7,13,-3,-2,-2,1,1,,,3,4474,21,0,Lincoln Technical Institute-Brockton,1,3,MA,9221,0
8,2,10,1,1,2,2,,,2,3598,21,0,Northwestern College-Southwestern Campus,0,3,IL,9575,0
9,6,-3,-2,-2,1,1,,,2,6333,11,0,Tulsa Technology Center-Riverside Campus,1,1,OK,2388,0
10,1,18,13,10,4,3,7940.0,0.6395,1,7742,12,1,Alabama State University,1,1,AL,7717,0
11,1,15,12,9,4,3,9514.0,0.6173,1,10619,12,1,University of Alabama in Huntsville,1,1,AL,8917,0
12,1,18,12,9,4,3,7588.0,0.9539,1,6815,12,1,Auburn University at Montgomery,1,1,AL,8039,0
13,135,10,6,6,3,2,5598.0,0.125,1,3237,21,0,ITT Technical Institute-Norwood,0,3,OH,17934,0
14,135,10,1,3,2,2,6401.0,,2,3541,21,0,ITT Technical Institute-Tarentum,0,3,PA,24683,0
15,5,22,6,5,4,3,,,1,1791,21,0,Ottawa University-Milwaukee,1,2,WI,6440,0
16,1,2,2,2,2,2,5906.0,0.2992,2,4279,41,1,Chattahoochee Valley Community College,1,1,AL,1829,0
17,1,-3,-2,-2,1,1,,,3,8233,21,1,Henrico County-Saint Marys Hospital School of Practical Nursing,1,1,VA,362,0
18,1,-3,-2,-2,1,1,,,3,5377,31,1,Herkimer County BOCES-Practical Nursing Program,1,1,NY,762,0
19,1,-3,-2,-2,1,1,,,3,8739,12,1,Cape Coral Technical College,1,1,FL,2735,0
0,1,-3,-2,-2,1,1,,,2,8476,11,1,Mercy Hospital School of Nursing,1,2,PA,11633,0
1,1,-3,-2,-2,1,1,,,3,14861,13,1,Norwich Technical High School/Adult Licensed Practical Nurse Program,0,1,CT,3770,0
2,1,-3,-2,-2,1,1,,,3,4254,11,1,Virginia Sewing Machines and School Center,1,3,CA,13456,0
3,4,-3,-2,-2,1,1,,,3,8349,42,0,Northeast Technology Center-Kansas,1,1,OK,914,0
4,1,10,2,4,2,1,4095.0,0.4129,2,4453,21,1,Institute of Technology,1,3,CA,11220,0
5,6,23,9,12,3,3,8153.0,0.3936,1,8356,32,0,Ohio State University-Marion Campus,1,1,OH,6776,0
6,6,11,2,3,2,2,7993.0,0.2877,2,10620,32,0,Ohio State University Agricultural Technical Institute,1,1,OH,7755,0
7,6,12,9,5,2,2,7077.0,0.2337,1,5693,32,0,Ohio University-Chillicothe Campus,1,1,OH,2939,0
8,6,12,9,5,2,2,7033.0,0.2653,1,6297,22,0,Ohio University-Southern Campus,1,1,OH,2446,0
9,1,-3,-2,-2,1,1,,,3,3965,32,1,Southern School of Beauty Inc,1,3,OK,9872,0
10,1,7,4,1,2,2,6162.0,1.0,2,6655,11,1,Tulsa Community College,1,1,OK,738,0
11,1,-3,-2,-2,1,1,,,3,1384,13,1,Eves College of Hairstyling,1,3,OK,7175,0
12,1,18,12,9,4,3,6420.0,0.6751,1,8487,33,1,Northeastern State University,1,1,OK,4564,0
13,1,6,4,1,2,2,5269.0,1.0,2,4989,11,1,Oklahoma City Community College,1,1,OK,2113,0
14,3,12,9,6,3,3,6991.0,0.9538,1,6011,23,0,Miami University-Middletown,1,1,OH,6197,0
15,2,-3,-2,-2,1,1,,,3,2291,21,1,Broken Arrow Beauty College-Broken Arrow,1,3,OK,4827,0
16,1,18,14,13,4,3,5476.0,1.0,1,7604,33,1,East Central University,1,1,OK,4917,0
17,1,12,12,5,3,2,5476.0,1.0,1,4917,11,1,Oklahoma State University-Oklahoma City,1,1,OK,1732,0
18,1,16,15,13,4,3,9387.0,0.7288,1,7162,11,1,The University of Texas at San Antonio,1,1,TX,7944,0
19,1,15,15,9,4,3,10881.0,0.8442,1,7737,11,1,University of Houston,1,1,TX,10081,0
0,1,16,16,15,4,3,9058.0,0.8565,1,6978,12,1,Texas Tech University,1,1,TX,9168,0
1,1,7,5,1,2,2,6922.0,0.3509,2,5015,11,1,Tarrant County College District,1,1,TX,1504,0
2,1,15,15,15,4,3,11472.0,0.8965,1,17168,11,1,The University of Texas at Austin,1,1,TX,10243,0
3,1,3,4,2,2,2,5235.0,0.5213,2,4935,13,1,Tyler Junior College,1,1,TX,1798,0
4,2,17,13,7,4,3,7627.0,0.766,1,6295,32,1,Texas A & M University-Kingsville,1,1,TX,6996,0
5,1,17,15,7,4,3,8208.0,0.9865,1,7568,12,1,Texas Woman's University,1,1,TX,5879,0
6,1,25,18,0,4,4,,,1,16806,11,1,University of North Texas Health Science Center,1,1,TX,10508,0
7,1,19,12,9,4,3,7630.0,0.504,1,8107,13,1,The University of Texas of the Permian Basin,1,1,TX,4142,0
8,1,19,11,14,4,3,10269.0,0.8062,1,16530,11,1,Trinity University,1,2,TX,17539,0
9,1,7,5,1,2,2,7381.0,0.3067,2,6004,11,1,Austin Community College District,1,1,TX,2586,0
10,1,7,5,1,2,2,6963.0,0.3306,2,4209,11,1,Houston Community College,1,1,TX,2019,0
11,135,10,6,10,3,2,5644.0,0.0833,1,1597,11,0,ITT Technical Institute-Houston West,0,3,TX,16393,0
12,1,24,6,5,4,3,3099.0,0.6667,1,7559,41,1,Baptist Missionary Association Theological Seminary,1,2,TX,5707,0
13,1,16,16,14,4,3,9264.0,0.7987,1,13998,12,1,Baylor University,1,2,TX,21692,0
14,1,3,4,1,2,2,6771.0,1.0,2,9781,11,1,Del Mar College,1,1,TX,2257,0
15,1,8,5,1,2,2,5340.0,1.0,2,3391,12,1,Central Texas College,1,1,TX,3367,0
16,1,2,3,2,2,1,4337.0,0.5263,2,2872,41,1,Cisco College,1,1,TX,773,0
17,1,9,1,2,2,2,3129.0,0.5556,2,2099,32,1,Jacksonville College-Main Campus,1,2,TX,2767,0
18,1,2,3,2,2,2,5750.0,0.6116,2,7043,31,1,Kilgore College,1,1,TX,2466,0
19,2,2,2,1,2,2,4436.0,1.0,2,5416,32,1,Howard College,1,1,TX,1586,0
0,135,10,6,6,3,2,4659.0,0.0299,1,1897,11,0,ITT Technical Institute-Arlington,0,3,TX,15435,0
1,1,4,3,2,2,2,5514.0,1.0,2,5028,21,1,Volunteer State Community College,1,1,TN,3352,0
2,1,17,13,11,4,3,7124.0,0.7345,1,9576,11,1,Tennessee State University,1,1,TN,7677,0
3,1,-3,-2,-2,1,1,,,2,5172,32,1,Tennessee College of Applied Technology-Shelbyville,1,1,TN,1251,0
4,1,-3,-2,-2,1,1,,,2,6062,33,1,Tennessee College of Applied Technology-Crossville,1,1,TN,723,0
5,1,-3,-2,-2,1,1,,,2,6705,42,1,Tennessee College of Applied Technology-Whiteville,1,1,TN,1031,0
6,1,22,11,13,4,3,4631.0,1.0,1,9667,21,1,Southern Adventist University,1,2,TN,14949,0
7,1,2,3,2,2,2,5996.0,0.3512,2,7619,32,1,Roane State Community College,1,1,TN,2979,0
8,1,3,3,2,2,1,5825.0,0.4659,2,6417,13,1,Walters State Community College,1,1,TN,2881,0
9,1,18,13,12,4,3,7739.0,0.8213,1,9390,12,1,Abilene Christian University,1,2,TX,14197,0
10,1,-3,-2,-2,1,1,,,2,5039,32,1,Tennessee College of Applied Technology-Harriman,1,1,TN,617,0
11,1,-3,-2,-2,1,1,,,2,5384,42,1,Tennessee College of Applied Technology-Hartsville,1,1,TN,658,0
12,1,-3,-2,-2,1,1,,,2,6035,32,1,Tennessee College of Applied Technology-Jacksboro,1,1,TN,371,0
13,2,24,8,13,4,3,5283.0,1.0,1,6107,41,1,Johnson University,1,2,TN,8934,0
14,1,7,4,2,2,2,5119.0,1.0,2,4274,11,1,Southwest Tennessee Community College,1,1,TN,2880,0
15,1,19,11,14,4,3,6367.0,0.9604,1,6308,32,1,Freed-Hardeman University,1,2,TN,9938,0
16,1,-3,-2,-2,1,1,,,2,5378,41,1,Tennessee College of Applied Technology-Newbern,1,1,TN,1162,0
17,1,-3,-2,-2,1,1,,,2,5368,33,1,Tennessee College of Applied Technology-Paris,1,1,TN,785,0
18,1,21,11,14,4,3,8183.0,0.8673,1,15103,11,1,Rhodes College,1,2,TN,19687,0
19,1,9,1,3,2,2,3387.0,,2,6718,11,1,The Workforce Institute's City College,1,2,PA,11169,0
0,1,18,13,13,4,3,9554.0,0.6576,1,8926,21,1,Millersville University of Pennsylvania,1,1,PA,8402,0
1,1,25,18,0,4,4,,,1,17011,11,1,Philadelphia College of Osteopathic Medicine,1,2,PA,36678,0
2,5,21,10,13,3,3,6839.0,0.8261,1,6298,21,0,University of Pittsburgh-Greensburg,1,1,PA,11826,0
3,3,5,4,1,2,2,6368.0,0.2201,2,7258,41,1,Bucks County Community College,1,1,PA,5416,0
4,1,18,13,13,4,3,9348.0,0.8432,1,7642,32,1,Slippery Rock University of Pennsylvania,1,1,PA,7326,0
5,1,24,18,0,4,4,5687.0,0.3333,1,19821,13,1,Lancaster Theological Seminary,1,2,PA,6234,0
6,1,24,18,0,4,4,7106.0,1.0,1,17936,13,1,Lutheran Theological Seminary at Gettysburg,1,2,PA,5541,0
7,2,20,11,12,4,3,7627.0,0.5714,1,13452,12,1,Mercyhurst University,1,2,PA,13436,0
8,1,18,13,12,4,3,9986.0,0.803,1,9105,31,1,Shippensburg University of Pennsylvania,1,1,PA,7611,0
9,1,-3,-2,-2,1,1,,,3,6573,21,1,Beaver Falls Beauty Academy,1,3,PA,11937,0
10,1,24,18,0,4,4,9382.0,1.0,1,23952,11,1,Pittsburgh Theological Seminary,1,2,PA,3399,0
11,1,-3,-2,-2,1,1,,,3,6562,23,1,The Salon Professional Academy-Altoona,1,3,PA,5168,0
12,1,24,6,0,4,1,6136.0,,1,5867,11,1,Reformed Presbyterian Theological Seminary,1,2,PA,5214,0
13,1,32,6,10,3,2,4583.0,0.6296,1,24101,11,1,The Restaurant School at Walnut Hill College,1,3,PA,35080,0
14,1,-3,-2,-2,1,1,,,3,8742,41,1,Pennsylvania Institute of Taxidermy Inc,0,3,PA,15165,0
15,2,30,10,13,4,3,6723.0,1.0,1,13130,11,1,The University of the Arts,1,2,PA,21611,0
16,1,18,11,13,4,3,6735.0,1.0,1,8675,31,1,Saint Francis University,1,2,PA,14113,0
17,1,10,1,4,2,1,4432.0,,2,2432,21,1,Brightwood Career Institute-Broomall,1,3,PA,9432,0
18,1,5,5,1,2,2,6694.0,1.0,2,3709,13,1,Lone Star College System,1,1,TX,1664,0
19,1,17,15,13,4,3,7410.0,0.7709,1,6178,32,1,Sam Houston State University,1,1,TX,7692,0
0,1,18,13,11,4,3,7364.0,0.7905,1,7039,32,1,Prairie View A & M University,1,1,TX,5901,0
1,3,-3,-2,-2,1,1,,,3,2366,11,1,Southwest School of Business and Technical Careers-San Antonio,1,3,TX,6173,0
2,1,2,3,1,2,2,2269.0,0.6497,2,4329,33,1,Southwest Texas Junior College,1,1,TX,1651,0
3,1,18,13,15,4,3,8262.0,0.4442,1,10304,11,1,Saint Edward's University,1,2,TX,23078,0
4,1,18,10,7,4,3,5956.0,0.7006,1,6406,33,1,Sul Ross State University,1,1,TX,3737,0
5,1,31,18,0,4,4,14237.0,0.5955,1,16965,11,1,South Texas College of Law Houston,1,2,TX,28146,0
6,1,16,14,14,4,3,11969.0,0.6767,1,16322,21,1,Southern Methodist University,1,2,TX,27099,0
7,1,18,9,15,4,3,6866.0,1.0,1,12364,11,1,University of St Thomas,1,2,TX,17057,0
8,1,22,11,13,4,3,6145.0,0.5968,1,7598,33,1,Schreiner University,1,2,TX,13389,0
9,1,22,7,11,4,3,6175.0,0.5146,1,9100,31,1,Southwestern Adventist University,1,2,TX,13728,0
10,1,18,13,9,4,3,8306.0,1.0,1,9117,11,1,Dallas Baptist University,1,2,TX,16371,0
11,1,3,4,1,2,2,5819.0,1.0,2,3641,32,1,North Central Texas College,1,1,TX,2264,0
12,1,2,3,2,2,2,5710.0,0.3889,2,5502,41,1,Grayson College,1,1,TX,1468,0
13,1,19,10,13,4,3,6527.0,0.6148,1,6862,11,1,Houston Baptist University,1,2,TX,13291,0
14,1,2,3,1,2,1,5051.0,0.3855,2,3565,32,1,Coastal Bend College,1,1,TX,1834,0
15,1,22,11,13,4,3,6342.0,1.0,1,8292,32,1,East Texas Baptist University,1,2,TX,13222,0
16,1,24,18,0,4,4,6968.0,1.0,1,19234,11,1,Episcopal Theological Seminary of the Southwest,1,2,TX,5465,0
17,1,-3,-2,-2,1,1,,,3,5364,12,1,Exposito School of Hair Design,1,3,TX,6421,0
